"id","calories","proteins","fat","carbohydrate","name","image"
"164","14","1.3","0.3","2.3","Daun Kumak","https://blog.kuranesia.com/wp-content/uploads/2020/12/siomak-makanan-kura-kura-1024x768.jpg"
"165","60","4","0.4","4.7","Daun Labu Siam","https://aksikata.com/wp-content/uploads/2019/05/daun-labu-siam.jpg"
"166","30","3.6","0.6","4.5","Daun Labu Waluh","https://www.parenting.co.id/img/images/B1.jpg"
"167","87","8.3","1.8","14.4","Daun lamtoro segar","https://images.tokopedia.net/img/cache/700/product-1/2019/8/18/2557427/2557427_56747d87-c701-4023-80e8-2afe684f3653_480_480.jpg"
"168","76","2.8","0.2","15.8","Daun leilem segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/25/83b72d5f-d787-44e2-8948-a39c39825c37.jpg"
"169","45","4.7","0.5","8.1","Daun Leunca","https://www.bengkuluinteraktif.com/sites/default/files/articles/Pucuk%20Lumai.jpg"
"170","30","2.3","0.4","5.8","Daun Lobak","https://cms.sehatq.com/public/img/article_img/9-manfaat-daun-lobak-yang-tidak-diduga-duga-1606467271.jpg"
"171","40","3","0.8","7.4","Daun Lompong Tales","https://akcdn.detik.net.id/visual/2015/02/24/8175622a-42e8-494b-a380-e9a910f492bc_169.jpg?w=650"
"172","54","3.7","0.3","11.8","Daun Mangkokan","https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/08/daun-mangkokan-sajian-sedap.jpg?fit=960%2C631&ssl=1"
"173","71","6.8","1.6","11.5","Daun matel ambon segar","https://i.ytimg.com/vi/lPwmWQFW8nU/maxresdefault.jpg"
"174","99","5","1.3","21.3","Daun Melinjo","https://goleksayur.com/data/images/product/IMG10160.jpg"
"175","63","3.8","1.5","11.5","Daun Mengkudu Kukus","https://img-global.cpcdn.com/recipes/49833231f339c1b4/680x482cq70/pilas-pindang-daun-mengkudu-foto-resep-utama.jpg"
"176","166","1.7","0.5","38.8","Daun ndusuk segar","https://ngkiong.com/wp-content/uploads/2020/12/senggani-1-e1609032934136.jpg"
"177","22","1","0.1","5.3","Daun Oyong","https://arafuru.com/wp-content/uploads/2014/08/menanam-gambas-agar-tumbuh-subur.jpg"
"178","35","4","0.3","6.4","Daun Pakis","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/11085513/Jarang-Diketahui-Ini-X-Manfaat-Sayur-Pakis-bagi-Kesehatan.jpg"
"179","54","2.2","3.6","3.1","Daun pakis longgiho segar","https://id-live-01.slatic.net/p/e5fc6e2239f19bbaad5350801bd5ec35.jpg"
"180","39","4.5","0.4","6.9","Daun pakis segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/4/fc5f220f-8450-4e87-b3a6-6f9d1704ba02.jpg"
"181","29","3.4","0.1","6.5","Daun paku segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/4/fc5f220f-8450-4e87-b3a6-6f9d1704ba02.jpgg"
"182","104","3.9","0.6","17.9","Daun pangisegar","https://img-cdn.medkomtek.com/rXX054UODp71SG3R3ZbIyuVlswY=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/cWS8XiCC8wtp6UT-piKna/original/057796300_1575283178-Daun-Pangi-Obati-HIV-AIDS-Mitos-atau-Fakta-by-basabali.jpg"
"183","49","2.7","1","8.4","Daun pare segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/14/84ab160b-18bb-4c17-815c-b86869bcd9a2.jpg"
"184","87","8","2","11.9","Daun pepaya segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/14/4beb22b7-d9e8-4689-9bb1-4446366b1b07.jpg"
"185","128","12","6.5","12.4","Daun Pete Cina","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/20/4d5b4825-c15e-4361-a51f-9918e6fb5835.png"
"186","37","2.5","0.8","6.9","Daun Poh-pohan","https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/09/1240320/content_images/670x335/20201109100132-1-daun-pohpohan-001-nurul-diva-kautsar.jpg"
"187","301","14.2","10.9","49","Daun salam  bubuk","https://nilaigizi.com/assets/images/produk/produk_1537345863.jpg"
"188","62","4","0.5","10.5","Daun selasih segar","https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/20908_darimanakah-biji-selasih-berasal.jpg"
"189","45","4.4","8","0.5","Daun Semanggi","https://d39wptbp5at4nd.cloudfront.net/media/21696_original_Daun-Semanggi-768x576.jpg"
"190","53","3.2","2.5","7.6","Daun simpur segar","https://www.socfindoconservation.co.id/asset/plant/537-3-dillenia-suffruticosa-griff-ex-hook.jpg"
"191","68","2","1","15.2","Daun singkil segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2020/7/8/a50ed9f6-7f6b-4a75-abd2-0d8b7aeb2f03.jpg"
"192","73","6.8","1.2","13","Daun Singkong","https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/k6oXuilGJwEixYI9s0ubT/original/043951600_1631871725-Berbagai_Manfaat_Daun_Singkong_untuk_Kesehatan_Anda.jpg"
"193","144","12.7","1.2","25.2","Daun singkong ambon segar","https://images.tokopedia.net/img/cache/700/product-1/2019/8/23/314662615/314662615_6e886ccb-20d5-4a20-9d8b-0a5b4f874482_494_494.jpg"
"194","55","4","0.5","8.5","Daun Singkong lodeh","https://asset.kompas.com/crops/mxv9DRtBdiPbq6Lb9lPvPEn4Mtk=/0x0:1000x667/750x500/data/photo/2020/10/21/5f8f3ec62aee7.jpg"
"195","31","3.7","0.6","4.8","Daun Singkong rebus","https://img-global.cpcdn.com/recipes/0aba29b97a7b109f/680x482cq70/daun-singkong-rebus-ala-rm-padang-foto-resep-utama.jpg"
"196","27","1.3","0.2","5.9","Daun talas rebus","https://archive.netralnews.com/foto/2020/04/13/76-daun_talas_sangat_lezat_dibuat_masakan_buntil.jpg"
"197","59","3","0.4","13.5","Daun talas segar","https://images.tokopedia.net/img/cache/700/product-1/2019/4/21/5808648/5808648_8744c29e-b9e5-475b-9c59-48324dc3e20e_348_348.jpg"
"198","71","4.1","2.1","12.3","Daun Tales","https://fisipol.uma.ac.id/wp-content/uploads/2022/12/daun-talas.jpg"
"199","27","1.3","0.2","5.9","Daun Tales rebus","https://cdn-2.tstatic.net/belitung/foto/bank/images/buntil-daun-talas.jpg"
"200","70","2.9","0.3","13.9","Daun tespong segar","https://images.tokopedia.net/img/cache/700/product-1/2020/6/11/batch-upload/batch-upload_c91521e8-a510-4026-8230-9be8e1313791.jpg"
"201","47","2.8","0.4","10.4","Daun Ubi Jalar","https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/jawapos/2022/11/daun-ubi-jalar.jpg"
"202","56","3.1","0.3","13","Daun Ubi Jalar kukus","https://cdnimage2.caping.co.id/news/20220228/2a/1619199045A782A517.jpg_480A0A1A80.webp"
"203","62","3.7","0.3","11.1","Daun ubi kuning segar","https://images.tokopedia.net/img/cache/700/hDjmkQ/2021/1/17/dd16436c-6a1f-4900-8c9e-1e7654adf66b.jpg"
"204","56","3.1","0.3","13","Daun ubi merah kukus","https://cdn1-production-images-kly.akamaized.net/53ShO_wlxOo4hIuWjKZKBK2QLvQ=/469x260/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2580229/original/025700500_1546586996-resep-tumis-daun-ubi-jalar.jpg"
"205","48","3","0.3","10.8","Daun ubi merah segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2022/3/8/938424e6-4195-4814-9f3a-dffa83482865.jpg"
"206","46","2.8","0.2","8.2","Daun ubi putih segar","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2019/10/08/983732094.jpg"
"207","55","1.7","0.1","11.9","Daun ubi tinta segar","https://static.wixstatic.com/media/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg/v1/fill/w_582,h_291,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg"
"208","382","55.7","14.1","8","Dendeng belut goreng","https://selerasa.com/wp-content/uploads/2015/11/images_dendeng-belut.JPG"
"209","433","55","9","0","Dendeng Daging Sapi","https://awsimages.detik.net.id/community/media/visual/2022/02/20/resep-dendeng-sapi-medan_43.jpeg?w=700&q=90"
"210","598","74.3","26.9","9.2","Dendeng mujahir goreng","https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg"
"211","395","3","5.7","81.2","Dodol","https://asset.kompas.com/crops/e3JycmGm1r9fr7krT-Kj-p7R3m0=/32x18:1000x664/750x500/data/photo/2023/03/03/64014f11134b7.jpeg"
"212","298","3.7","2.1","65.9","Dodol bali","https://awsimages.detik.net.id/community/media/visual/2022/06/13/dodol-khas-bali-berbungkus-kulit-jagung-kering-buatan-perajin-dodol-di-desa-penglatan-kecamatan-buleleng-kabupaten-buleleng_169.jpeg?w=620"
"213","368","2.6","8.6","70","Dodol banjarmasin","https://indonesiakaya.com/wp-content/uploads/2020/10/4__Sentra_pembuatan_dodol_Kandangan_berada_di_kabupaten_Hulu_Sungai_Selatan_kota_Banjarmasin_Kalimantan_Selatan_edit.jpg"
"214","348","0.4","3.8","76.1","Dodol galamai","https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg"
"215","331","1.9","7.6","63.8","Dodol kedondong","https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg"
"216","373","4.3","16.5","51.9","Dodol manado","https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg"
"217","17.5","3.3","2.3","39.5","Dodonkol ","https://www.piknikdong.com/wp-content/uploads/2022/06/Resep-Awug-Sederhana.jpg"
"220","63","1","0.2","16.1","Duku","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Duku_Lansium_domesticum_Ripe.jpg/1200px-Duku_Lansium_domesticum_Ripe.jpg"
"221","134","2.5","3","28","Durian","https://asset-a.grid.id/crop/0x0:0x0/x/photo/2023/01/20/alasan-mengapa-buah-durian-diseb-20230120035049.jpg"
"222","80","0.5","0.6","18.2","Duwet segar","https://t-2.tstatic.net/jogja/foto/bank/images/duwet-atau-jamblang_20181006_142430.jpg"
"223","18","1","0.2","3.8","Eceng Gondok","https://unair.ac.id/wp-content/uploads/2022/11/Foto-by-detikFood.jpeg"
"224","98","1.4","0.2","25.4","Embacang","https://s0.bukalapak.com/img/037360101/large/144135_2embacang.jpg"
"225","248","36.2","6.9","10.1","Empal (daging) Goreng masakan","https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg"
"226","590","18.5","57","0","Empal Goreng","https://ikafood.com/wp-content/uploads/2020/09/Empal-Gepuk.jpg"
"227","345","12","1.5","71.5","Emping (kerupuk melinjo)","https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg"
"228","403","10.6","2.2","85.3","Emping beras","https://id-test-11.slatic.net/p/8d475dd96749024eb4626810ea458829.jpg"
"229","355","17.8","4.6","60.7","Emping komak","https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg"
"230","70","0.6","0","18.9","Erbis","https://media.suara.com/pictures/653x366/2022/07/10/74690-ilustrasi-erbis.jpg"
"231","210","4","12.5","20.6","Es krim","https://cdn0-production-images-kly.akamaized.net/HfkjSnesMVgDaS0dVGBUFFN6sZw=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2769420/original/063670200_1554367843-birthday-break-caramel-461430.jpg"
"232","156.7","3","1.7","32.7","Es Krim (Coconut milk) ","https://cdn.nutritioninthekitch.com/wp-content/uploads/2022/03/Coconut-ice-cream-5-800x1184.jpg"
"233","152","0","0","37.6","Es Mambo ","https://www.masakapahariini.com/wp-content/uploads/2020/06/es-mambo.jpg"
"234","44.8","0","0","11.3","Es Sirup ","https://cdn.yummy.co.id/content-images/images/20220619/xfaVB26SMb4zm5RAt72MsKdSiArIkWyc-31363535363231363533d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp"
"235","270","12.3","15.9","19.3","Fillet o-fish","https://www.recipetineats.com/wp-content/uploads/2018/08/Homemade-Filet-O-Fish_3.jpg"
"236","137","6.1","3.2","21","Gado-gado","https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe"
"237","18","0.8","0.2","4.1","Gambas (Oyong)","https://static.honestdocs.id/system/blog_articles/main_hero_images/000/001/679/original/15_Manfaat_Sayur_Gambas_%28Oyong%29_Bagi_Kesehatan.jpg"
"238","13","0.3","0.6","1.6","Gambas lodeh","https://cdn.yummy.co.id/content-images/images/20210411/n8JWL5o9Saqut50aP4W9cCHqob98nCg8-31363138313239343736d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp"
"239","68","0.7","0.1","18","Gandaria","https://awsimages.detik.net.id/community/media/visual/2019/12/27/cdbc1b24-d9d7-4212-a38f-f527093a21e6_43.jpeg?w=600&q=90"
"240","100","0.8","0.2","23.8","Ganyong kukus","https://pbs.twimg.com/media/FaAqu9paIAEm13B?format=jpg&name=4096x4096"
"241","95","1","0.1","22.6","Ganyong mentah","https://3.bp.blogspot.com/-NKNz9WU0oo8/WfobcfcbliI/AAAAAAAAAQk/yJ3EvQk5_xQucwTaboHstWVS56JUmjjxACLcBGAs/s1600/IMG_6745.JPG"
"242","100","0.8","0.2","23.8","Ganyong rebus","https://assets-a1.kompasiana.com/items/album/2019/11/18/fb-img-1574037281653-5dd1e7e2d541df7e5258fdc2.jpg"
"243","77","0.6","0.2","18.4","Ganyong segar","https://id-test-11.slatic.net/p/b5d4ead3758c0c6492d33214e29bf296.jpg"
"244","347","1.3","0.7","83.8","Gatot","https://upload.wikimedia.org/wikipedia/commons/f/fb/19._Gathot_2.jpg"
"245","389","0","0","91","Gelatine","https://asset.kompas.com/crops/_L9e1vMf1G0xP0ebOzrif0YDzzQ=/0x0:1000x667/750x500/data/photo/2020/10/06/5f7c01379379a.jpg"
"246","95","1.5","0.1","22.4","Gembili","https://awsimages.detik.net.id/community/media/visual/2020/05/04/47dff53b-5a39-4136-907a-51e3754353b1_169.png?w=650&q=90"
"247","131","1.1","0.2","31.3","Gembili ubi segar","https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//101/MTA-48006729/tidak_ada_merk_umbi_gembili_500_gram_ubi_gembili_ketan_pulen_segar_full03_9aa38a1b.jpg"
"248","274","1.7","5.4","55.5","Gemblong","https://asset.kompas.com/crops/I3Y-iWTZTZ0TLo5ZTtNqPtrya_s=/0x73:1280x926/750x500/data/photo/2020/08/16/5f3913fdc5e69.jpg"
"249","407","6.4","28.2","32","Gendar goreng","https://img-global.cpcdn.com/recipes/8740dfff5f5019cb/1200x630cq70/photo.jpg"
"250","35","1.7","0.2","7.7","Genjer segar","https://images.tokopedia.net/img/cache/700/product-1/2020/5/15/7845717/7845717_a5118472-420f-4bf5-a311-ff8401926d6d_1000_1000.jpg"
"251","360","1.3","6.4","74.3","Getuk goreng","https://resepkoki.id/wp-content/uploads/2016/03/Resep-Getuk-goreng.jpg"
"252","171.4","4","4","32","Getuk Lindri ","https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/12/21/1509136869.jpg"
"253","144","1.1","0.4","34.1","Getuk pisang","https://asset.kompas.com/crops/l3xnQh1pGb-JXXnQlqwMVzdfRMo=/0x0:1000x667/750x500/data/photo/2022/12/25/63a7a3ef59ddd.jpeg"
"254","204","0.5","1.4","47.4","Getuk singkong","https://images.tokopedia.net/img/KRMmCm/2022/8/9/d04d11c4-f1e5-4595-8166-a53955b475ca.jpg"
"258","53","1.6","1.6","8.8","Gudeg ","https://cdn1-production-images-kly.akamaized.net/IpYTbngk7MSDqY-O2zh-l35oxxs=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/776636/original/012158200_1417956101-gudeg.jpg"
"259","160","3.3","9.2","16","Gudeg sayur","https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg"
"260","368","0","0","95","Gula Aren","https://pertanian.uma.ac.id/wp-content/uploads/2023/02/61b16531c9fe7.jpg"
"261","386","3","10","76","Gula Kelapa","https://centralagrolestari.com/public/storage/pos/images/1626581730.jpg"
"262","394","0","0","94","Gula putih","https://s0.bukalapak.com/bukalapak-kontenz-production/content_attachments/88280/original/manfaat_gula_pasir_main_image.jpg"
"263","52","10","0.5","1.8","Gulai asam keueung masakan","https://img-global.cpcdn.com/recipes/8f989c17e5803c3b/680x482cq70/gulai-asam-keueng-asam-pedas-tongkol-seafoodfestival-foto-resep-utama.jpg"
"264","106","16.5","3.3","2.5","Gulai ikan masakan","https://sweetrip.id/wp-content/uploads/2022/10/1.jpg"
"265","148","10","9.8","5","Gulai ikan paya masakan","https://www.glory-travel.com/wp-content/uploads/2018/11/o1AJ9qDyyJNSpZWhUgGYc3MngFqoAN6WRcGHHcyTN6eXyGCVk.jpg"
"266","126","4.2","9.4","6.2","Gulai kambing","https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg"
"267","143","4","11.4","6","Gulai pakis","https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg"
"268","132","9","7.2","7.8","Gulai tiram masakan","https://img-global.cpcdn.com/recipes/09856a93968f8df1/1200x630cq70/photo.jpg"
"269","192","12.7","10.1","12.7","Gurame asem manis masakan","https://d12man5gwydfvl.cloudfront.net/wp-content/uploads/2020/03/shutterstock_1561182373.jpg"
"270","389","16.9","35","0.3","Ham","https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg"
"272","136","19.7","3.2","6","Hati Sapi","https://doktersehat.com/wp-content/uploads/2022/04/hati-sapi-doktersehat.jpg"
"273","380","33.6","27.5","0","Ikan Asin bilis goreng","https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg"
"274","456","46.5","24.4","0","Ikan Asin gabus goreng","https://images.tokopedia.net/img/cache/700/product-1/2019/7/27/6486945/6486945_99c1b375-e266-42bb-b539-f5731fb74114_960_960.jpg"
"275","348","18.7","29.5","0","Ikan Asin japuh goreng","https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg"
"276","193","42","1.5","0","Ikan Asin kering","https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/ikan-asinn.jpg"
"277","430","58.2","23.6","0","Ikan Asin pari goreng","https://img-global.cpcdn.com/recipes/Recipe_2015_01_31_12_33_39_810_87c9c03bd7c9a069b268/680x482cq70/ikan-pari-goreng-foto-resep-utama.jpg"
"278","652","40.4","54.3","0","Ikan Asin pepetek goreng","https://img-global.cpcdn.com/recipes/63c1692184e591d6/1200x630cq70/photo.jpg"
"279","319","6.9","31.7","0","Ikan Asin sirinding goreng","https://images.tokopedia.net/img/cache/700/product-1/2020/2/4/7723047/7723047_740a394f-4f87-467c-bb24-6ff77d857edd_1224_1224.jpg"
"280","430","33.4","32.4","0","Ikan Asin teri goreng","https://img-global.cpcdn.com/recipes/15714e008b15f3e0/680x482cq70/teri-segar-goreng-tanpa-minyak-foto-resep-utama.jpg"
"281","198","19","13","0","Ikan Bader (Tawes)","https://3.bp.blogspot.com/-QIgcZ7K-sU4/XCHN03j4UGI/AAAAAAAAGjQ/Lmq-K-j5qQgIR-aSasCnx01eQ9bND4pfwCLcBGAs/s1600/ikan%2Btawes%2B1.jpg"
"282","107","16.5","3.9","1.5","Ikan balong segar","https://upload.wikimedia.org/wikipedia/commons/9/98/Maroon_Clown_Fish444.jpg"
"283","129","20","4.8","0","Ikan Bandeng","https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/08/Featured_Manfaat-Ikan-Bandeng.jpg"
"284","296","17.1","20.3","11.3","Ikan bandeng presto masakan","https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg"
"285","111","19.4","0.9","4.8","Ikan banjar segar","https://altarafish.com/wp-content/uploads/2019/02/kembung-banjar-2.jpg"
"286","78","14.5","0.6","3.7","Ikan baronang segar","https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/tangerangraya/2021/10/Baronang1.jpg"
"289","96","19","1.7","0","Ikan Bawal","https://cdn0-production-images-kly.akamaized.net/C-d15AzyqyZ6g3FXgdgNiM0vT8w=/881x0:3882x3001/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3083206/original/068408300_1584935571-shutterstock_1543262462.jpg"
"290","138","14","0.7","7.4","Ikan Bekasang","https://www.surabayapagi.com/po-content/photo/big/a782bead716a8dbee3762c8c79ec4e54.jpg"
"291","128","18","3","7.2","Ikan Belida bakar","https://nilaigizi.com/assets/images/produk/produk_1535645437.JPG"
"292","80","14.7","1.4","2.2","Ikan Belida segar","https://asset.kompas.com/crops/1fAzPKIXKLg0zUIFq1noM_71D44=/73x0:916x562/750x500/data/photo/2021/09/07/6137430f50e33.jpg"
"293","417","25.9","19.4","32","Ikan Belut Segar goreng","https://kbu-cdn.com/dk/wp-content/uploads/belut-goreng-crispy.jpg"
"294","82","6.7","1","10.9","Ikan Belut Segar mentah","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/9/57ed09de-9e7e-4d05-9de8-d85353362446.jpg"
"295","90","14.9","2.5","2.1","Ikan biawan segar","https://panennews.com/wp-content/uploads/2020/06/Ikan-Biawan.jpg"
"296","88","14.2","0.7","6.2","Ikan bili segar","https://cdn.shopify.com/s/files/1/0592/8633/products/Ikan_Bilis.jpg?v=1523265834"
"297","100","14.7","2.4","4.9","Ikan bubara segar","https://cdn.antaranews.com/cache/800x533/2021/09/17/IMG-20210917-WA0002_2.jpg"
"298","134","25.5","1.3","5","Ikan bulan-bulan segar","https://upload.wikimedia.org/wikipedia/commons/1/1a/Megalops_cyprinoides2.jpg"
"299","204","34.2","5.6","1.9","Ikan cakalang asap mentah","https://jurnal6.com/wp-content/uploads/2021/11/received_532156504848726.jpeg"
"300","198","36.5","2.2","5.5","Ikan cakalang asin mentah","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/7/7/76b181bf-a94c-4a34-a2b4-5e1c4ba01dc5.jpg"
"301","120","11.3","3.9","10","Ikan cakalang hati segar","https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg"
"302","116","11.2","1.2","10.2","Ikan cakalang jantung segar","https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg"
"303","86","10.2","1.1","8.7","Ikan cakalang perut segar","https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg"
"304","107","19.6","0.7","5.5","Ikan cakalang segar","https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg"
"305","81","11.4","1.9","3.8","Ikan calo/ peda mentah","https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2021/11/22/2261616866.jpg"
"306","101","11.5","4.1","4.6","Ikan daun segar","https://nilaigizi.com/assets/images/produk/produk_1535461660.jpg"
"307","109","17","4","0","Ikan Ekor Kuning","https://id-live-01.slatic.net/p/a050c6abf2757b9dd5d9e179ac5f6f58.jpg"
"308","261","38.1","2.3","21.9","Ikan Gabus asap mentah","https://id-test-11.slatic.net/p/bb5a949dcbe534ed2ecdfd98a8e9c07b.jpg"
"309","292","58","4","0","Ikan Gabus kering","https://nilaigizi.com/assets/images/produk/produk_1535646586.jpg"
"310","74","25.2","1.7","0","Ikan Gabus segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/17/13ad7cdb-015a-4298-a4ef-f698a1143555.jpg"
"311","267","23.1","19.4","0.2","Ikan gete goreng","https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg"
"312","101","10.3","3.7","6.7","Ikan hitam segar","https://www.fishbase.se/images/species/Lachr_u2.jpg"
"313","77","15.6","0.9","1.6","Ikan kacangan segar","https://gratisongkir-storage.com/products/900x900/GgmwAfyK453X.jpg"
"314","92","20","0.7","0","Ikan kakap segar","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/30105045/Tinggi-Protein-Ini-X-Manfaat-Ikan-Kakap-untuk-Kesehatan.jpg"
"315","82","11.4","1.2","6.4","Ikan kakatua segar","https://jagalaut.id/wp-content/uploads/2022/05/IMG_3929.jpg"
"316","132","17","6.7","0.8","Ikan kapar segar","https://upload.wikimedia.org/wikipedia/commons/b/b0/Belont_hasselt_100523-1755_sap.JPG"
"317","162","31.7","2.8","0.3","Ikan katombo asin","https://img-global.cpcdn.com/recipes/4e1636ada1bc35e0/1200x630cq70/photo.jpg"
"318","110","12.6","4.2","5.4","Ikan kawalinya segar","https://assets.ayobandung.com/crop/0x0:0x0/x/photo/2022/03/18/236634727.png"
"319","302","70.7","1.9","0.4","Ikan kayu kering","https://nilaigizi.com/assets/images/produk/produk_1535646769.jpg"
"320","103","22","1","0","Ikan Kembung","https://asset.kompas.com/crops/G41p2wbQwOBGvIZvV4aU4qOQtBQ=/0x0:1000x667/750x500/data/photo/2023/03/18/64153daddd7cc.jpg"
"321","70","10.8","0.7","5.2","Ikan kima segar","https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/01/19/kima-yic-artikel-by-tionjpg-20220119124005.jpg"
"322","147","17.5","6.5","5.4","Ikan Lais bakar","https://dotdolan.com/wp-content/uploads/2022/04/Olahan-Lais_IG-@rukurukuresto-e1649583973110.jpeg"
"323","109","22","1.7","0","Ikan Layang","https://lintasbalikpapan.com/asset/foto_berita/Ikan_Layang_2.jpg"
"324","82","18","1","0.4","Ikan layur segar","https://ikanwiki.com/gambar/gambar_besar/ikanlay.webp"
"325","90","20.4","0.9","0","Ikan lehoma segar","https://2.bp.blogspot.com/-hcHeOSZ-k-M/VkNmXVXuJFI/AAAAAAAABPU/lU_LNkEOoHo/s1600/MAlalugis.jpg"
"326","252","19.9","19.1","0","Ikan Lele goreng","https://kbu-cdn.com/dk/wp-content/uploads/lele-goreng-bumbu-lengkuas.jpg"
"327","112","20","3","0","Ikan Lemuru","https://images.tokopedia.net/img/cache/700/product-1/2020/6/12/101531639/101531639_f8f0374d-3534-4642-84c3-530d9b1fb3f0_690_690.jpg"
"328","104","15.6","3.2","2","Ikan lidah segar","https://homemadeindonesia.com/apihmi/images/datatoko/K3DE232FF89_brg66792.jpg"
"329","258","40.3","2.3","18.9","Ikan lomak asin mentah","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/31/7abefabd-7a9c-4faa-91f8-6a17ff7d0616.jpg"
"330","99","20.6","1.4","0.9","Ikan malalugis segar","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Decapterus_koheru_%28koheru%29.jpg/1200px-Decapterus_koheru_%28koheru%29.jpg"
"331","86","16","2","0","Ikan Mas","https://static.republika.co.id/uploads/images/inpicture_slide/ikan-mas_220111065132-645.jpg"
